IncidentDateTime,City,IncidentState,Country,Shape,DurationSeconds,Comments
05:00.0,dubois,pa,,fireball,8,Bright Blue/Green fireball trailing a golden colored sparkling tail crossed from east to west
12:00.0,fair oaks/rancho cordova,ca,,fireball,25,Color changing moving fireball&#44brilliantly illuminating&#44moving East to West across field of view&#44horizon to horizon.
36:00.0,st. charles,in,,unknown,300,flashing object in sky
15:00.0,kingstown,ri,,light,5,a large light overhead going north&#445 times the size of a planes&#39light&#44 disapearing behind clou
50:00.0,quartzite,az,,formation,6,Balls of fire near Quartzsite Arizona
00:00.0,millville/brockport,ny,,cylinder,120,SEEING THIS OBJECT  NEAR MY HOUSE AGAIN &#33&#33 AND MOVING LIKE IT DID FREAKS ME
20:00.0,washington&#44 d.c. (area),dc,,cylinder,30,Sighting recorded Friday November 10th&#44 8:20AM. I witnessed an object off the lower left side of the plane (South/West). It would be be
25:00.0,east windsor,nj,,triangle,300,Large&#44 triangle shaped craft with white lights on tips and all sides&#44 white light blinking on the bottom. No other color lights like an
00:00.0,las vegas/rachel (between,nv,,other,4,Flames  in the night sky
00:00.0,west bend,wi,,other,30,i was driving down hwy 33 east and i was just on the outside of west bend when i saw this unknown light above trees and marsh. i have b
40:00.0,montville,ct,,disk,1200,a huge disk shaped object that covered half the sky
55:00.0,berlin,vt,,fireball,600,Multiple orange lights seen over Berlin&#44 Vermont.
00:00.0,kuparuk,ak,,light,5,White blue light in sky appears and hyperdrives away like it never happened.
00:00.0,new hampton/bri,nh,,light,5,Row of Bright White/Yellowish Lights.
30:00.0,north laguna beach,ca,,disk,360,Pie pan bottom; disc top craft played with the airspace above Irvine ranch reveiling displacement of matter.
00:00.0,dayton area,oh,,light,20,3 white circular lights flying in a triangle formation
00:00.0,na,dc,,,900,USO seen my military coming up out of the water.
15:00.0,afton,mi,,light,20,bright white ball of light &#44color shifting&#44stationary?&#44disapeared in 3 to4 sec. total time seen 20 to 25 sec.
45:00.0,magog/stanstead (canada),qc,,diamond,10,Diamond shaped craft. Night time&#44 about 50 yards.
00:00.0,marlborough/glastonbury,ct,,flash,1,Bright Bluish Flash seen from Marlborough/Glastonbury
30:00.0,palos verdes,ca,,other,180,Stealth Bomber-like shape but invisible body of craft (Lights outlined shape)
00:00.0,yukon territory (location undisclosed) (canada),yt,,sphere,7200,Flying bowling balls dodge from cloud-to-cloud
15:00.0,beadle county (rural area),sd,,unknown,120,White light approx. 500&#39 off the ground&#44 slowly moving
06:00.0,vancouver,bc,,rectangle,7200,Small&#44 faint lights that fly above cloud line changing direction and speed.
00:00.0,west linn,or,,other,180,3 vertical rectangular lights seen hovering.
30:00.0,b-52; inflight,nh,,light,1200,B-52 crew sees very bright point of light just prior to 1965 blackout.
00:00.0,mojave desert,ca,,circle,2700,Stationary object in the Desert sky accelerates away at incredable speed.
00:00.0,reno to dallas (aboard jetliner enroute between),tx,,triangle,2,Even though I am a private pilot&#44 I spend every hour of jet flight viewing the earth below.  COvered window allowed spotting overtaking
55:00.0,north phoenix,az,,light,1800,Two bright lights in sky- North Phoenix area- early morning November 2nd
00:00.0,smiths,al,,unknown,180,Witness hears strange object pass overhead.
05:00.0,plum borough,pa,,light,120,Round Light Bursts Into a Rod Shape
05:00.0,south kingstown,ri,,light,7,Bright light fades to nothingness
00:00.0,santa margarita/irvine,ca,,disk,120,disk with red and blue lights&#44 wobbly&#44 rubbery appearance in movement
40:00.0,sarpy county,ne,,unknown,180,Dim and Bright yellowish orange light in the sky&#44 then disappeared &#33
00:00.0,bainbridge island,wa,,flash,1,Flash of light followed by change in broadcast signals&#44 and then unmarked black helicopter with searchlight.
00:00.0,mount brydges (canada),on,,circle,2700,Round hovering craft that changes color over lake Erie.
00:00.0,coventry/west greenwich,ri,,other,600,2 missile shaped objects in broad daylight. 95 SOUTH EXIT 7. They were moving extremely slow or not at all. Was not a plane.
00:00.0,diamond bar to riverside,ca,,triangle,1800,Going E on the 60 freeway at Diamond Bar&#44 CA around midnight&#44 we spotted what appeared to be a bright star.
00:00.0,meriden/wallingford,ct,,other,600,Orange burning disks or balls.
04:00.0,new smyrna/deland,fl,,cylinder,240,30 to 50 foot cylindrical flew direct over my car. I watched it for 5 mins.  ((NUFORC Note:  Quite credible witness.  PD))
00:00.0,san tan valley,az,,other,2700,((HOAX??))  Ufo Seeding Planet.. and unknown aircraft chase UFO.
00:00.0,hollywest,fl,,fireball,180,I picked up my Mom to go out to dinner and happened to look up into the sky.  I saw what looked like a circle of fire&#44 followed by four
25:00.0,ogde,ut,,sphere,1,Fastest thing I&#39ve ever seen--unbelievable&#33
00:00.0,silver lake (los angeles),ca,,circle,60,Circular object with 4 legs and red and green lights spotted in Silver Lake&#44 CA at 5:00 PM
00:00.0,point pleasant by the barnegat bay,nj,,circle,120,Fireball low flying bright orange&#44 silent.
08:00.0,west hills,ca,,light,120,Single crystalline light in sky&#44 changing colors&#44 moving slowly.
00:00.0,fort collins,mi,,sphere,60,Red Light Balls hovering Then Fade Out
23:00.0,mukilteo/everett,wa,,unknown,180,Weird high pitch noises pulsing&#44 weird BOOM out of nowhere. Previous sighting: electronic BOOM noise&#44 ripples in the clouds.
30:00.0,annapolis valley (canada),ns,,flash,180,I was driving down the annapolis valley in Nova Scotia Canada and suddenly the whole sky was filled with multiple-colored flashes...lik
30:00.0,newington (canada),on,,teardrop,180,Gold shimmering lights.  Stationary until I was watching&#44 then moved quickly.
05:00.0,vindoen island (sweden),oh,,disk,540,BIG-one kilometer wide Yellowlighted UFO-Discusform-perfect shape
03:00.0,haltbro,pa,,,60,Woman reported witnessing a cluster of &quot;gold cigars.&quot; Passed overhead very fast.  Objs. were thicker in center.  Distinctly gold.
00:00.0,vashon island,wa,,other,5,An EXTREMELY BRIGHT localized flash (within 200 yards from me) that was as bright as lightening but silent.  The light was white and li
00:00.0,supply,va,,flash,10,MY HUSBAND AND I WERE ON THE WAY HOME FOR THANKSGIVING DINNER WHEN WE BOH SAW A BIG BLUE FLASH ABOVE THE TREE LINE. IT DIPPED AND WENT
00:00.0,n. ridgeville,oh,,cigar,2400,Huge white cigar shaped craft hovered in my front yard for an extended period of time.
10:00.0,san francisco,ct,,,3,Two bright lights in the southeastern sky that waxed and waned in brightness in unison.
00:00.0,hemet/south jacinto (outside of),ca,,light,604800,Bright light coming out of a shallow mountain&#33
40:00.0,james island,sc,,other,1500,I WAS SHOOTING THE BULL WITH SOME OF MY NEIGHBORS THAT OUR FRIENDS OF MINE AND WE SAW SOME EXCITING UFOS.
40:00.0,james island,sc,,other,2700,ME AND MY NEIGHBOR WERE HANGING OUT WE SAW SOME EXITING UFO.  ((NUFORC Note:  Possible hoax?  PD))
00:00.0,land o&#39lakes,fl,,light,20,Dim fireball at stand still&#44 then it took off upward very fast.
00:00.0,delran,nj,,oval,300,It proceeded slowly towards the west..had 2 bright lights and 2 red lights and disappeared. My daughter told me of a similar sighting t
00:00.0,homestead and miami (between),fl,,flash,5,Three rainbow colored prisms in  teardrop shapes came out of no where and vanished over a bay between Homestead and Miami.
00:00.0,sts albans,me,,fireball,2,Bright white and red fireball shot downwards in the sky&#44 very big.
00:00.0,south nayack (tarrytown),ny,,light,2,Light speed blue craft over NY.
15:00.0,east goshen,pa,,formation,120,7-8 orange red lights in formation
15:00.0,sandy,ut,,other,600,4 orange and 1 red orb filmed assending one at a time and taking off over mtn in Utah.
45:00.0,cecil co. (northeast md),md,,oval,2,Brilliant blue flattened oval&#44 small&#44 about tree-top level.
30:00.0,pacifica/lindamar,ca,,changing,420,Two space craft in air&#44 sitting motionless with no sound
45:00.0,clinton township,mi,,circle,420,disk about 40 feet in dia. a ring of round lights about the egdes. moved slowly&#44 no sound&#44 75 feet of the ground
00:00.0,gaithersberg,md,,formation,75,November&#44 1995 sighting of a red &quot;V&quot; formation followed by a wavy string of greenish lights.
37:00.0,el paso and alamogordo (between ),nm,,cigar,180,A dark cigar-shaped object with no lights that was at least 100 meters wide.
00:00.0,lost river,wv,,disk,3600,The object appeared in the southwestern sky and appeared to be a star at first glance. What made me more curious was the fact that it w
00:00.0,frankin,ny,,unknown,300,Two white lights from single object observed in sky near Franklin&#44 NY
30:00.0,bodie state park,ca,,sphere,7200,Multi-colored erratic&#44 fast moving sphere (remaining in same general area) observed over Mono Lake&#44 Ca.
00:00.0,bellchester,mn,,unknown,1,Streaking orange light made no sound at all.
50:00.0,chantilly/centreville,va,,other,360,Northern Virginia Brightest object in daylight sky moved faster then any object for 5 minutes&#44 mulitple witnesses
20:00.0,bainbridge island,wa,,changing,60,UFO with changing shape and erraticly fluid movements appears in view and leaves&#44 shortly followed by an unmarked black helicopter.
30:00.0,monument valley,ut,,changing,420,looked like a worm in the sky oozing off itself revealing its true shape over seven minutes.
45:00.0,bridgewater,nj,,,300,EXPLAINED: Bright lights in Somerset county NJ on 11/23/11
32:00.0,geoje island (south korea),ca,,fireball,4,2 Fireballs Blaze through sky simultaneously
35:00.0,bridgewater,nj,,other,180,Exceptionally bright lights turned night time to day time for 4 min
45:00.0,palm habor,fl,,sphere,240,Silent Orange sphere.
00:00.0,florida (central),fl,,oval,300,While driving to NY with a friend&#44observed a oval shape craft 40&#39 in diameter &#44stood 30&#39 of the ground.
15:00.0,bitterroot valley,mt,,light,600,Very large and very bright light in the SSE sky over the Mountain Range.
05:00.0,tri-cities,wa,,circle,5,fireball nnw of city as bright as a streetlight falling at a
00:00.0,nevada (above; in flight; 37000 ft.),nv,,unknown,2400,Starlike objects made impossible maneuvers while I was on a flight at 37000 feet
00:00.0,western shore (canada),ns,,light,5400,I observed a bright light off in a distance over the water. The object would steadily and slowly move over the ocean and over oak islan
15:00.0,port st. lucie,fl,,light,4500,Large white light W/red &amp; green--Thought might be aircraft in trouble due to eratic movement(left&#44right&#44up&#44down)--then small red&#44 green
45:00.0,camp creek,wv,,flash,60,Flash of bright narrow green light following an object.
00:00.0,afton,va,,,3600,THe whole sky turned Blood Red including the clouds coming from atop of them  for an Hour
00:00.0,phenix city &amp; columbus&#44ga,al,,light,300,Many slow moving lights moving in the same direction crossing two cities.
10:00.0,ralleigh,nc,,triangle,600,v-shaped object with white and red flashing lights moving slowly over falls lake
40:00.0,ft. campbell,ky,,light,20,several lights&#44 one yellow&#44 the others red&#44 traveling at extreme speeds over Kentucky military base
45:00.0,sandy,ut,,unknown,120,Traveling white light shut down; blue light turned on and shot straight up and then came back down.
00:00.0,brownstown,mi,,sphere,30,White sphere over SE Michigan seen from Brownstown.
25:00.0,lackland air force base near aviation cadet barracks,tx,,disk,180,When I was in preflight for pilot training at Lackland AFB just before Xmas we were standing in formation for reveille we all saw a sau
00:00.0,west milton,oh,,circle,600,Two orange globes traveling slowly north to south.
00:00.0,unspecified location in wv,wv,,triangle,600,Mercedes shaped red UFO
20:00.0,virginia (western part; rural?),va,,fireball,120,White light above cloud cover speed about 3000 mph;the fiery ball desending at a rate of 50 mph.
00:00.0,angleton &amp; pearland (between),tx,,sphere,600,Driving to Galveston @ 10 p.m. Nov. of `81&#44 I saw 100s of saucers&#44 got out of car and pointed upwards but 3 other cars wouldn&#39t stop.
00:00.0,monroe/bastrop,la,,unknown,3600,something flying in and out of formation within a triangle shaped constellation
21:00.0,right outside the maine state border,nh,,crescent,10,Two people driving northbound on Rt. 95 near the New Hampshire/Maine border witness an &quot;almost crescent moon&quot;-shaped object hovering in
15:00.0,lee&#39s summit,mo,,other,15,sitting on ground in urban area.  layed back to look up at orion area of sky&#44 towards the east.  Large dull brown triangle/boomerage sh
00:00.0,bramptom,mi,,circle,120,Wife and I in our hot tub waking to a disc shaped object and flashing light
45:00.0,palo alto/stanford,ca,,oval,5,Bright blue oval-shaped glowing object hovering then proceeding downward
30:00.0,san marcos &amp; escondido,ca,,light,120,SMALL ORANGE LIGHT - flew low over Hwy 78 and then South along I-15 (nearly overhead) with seemingly no visible craft attacted to it.
30:00.0,roxborough,nc,,light,180,Red light over NC
30:00.0,san bernadino mtns. (twin peaks),ca,,triangle,40,Trinangle changes shapes and takes off
00:00.0,gulf beeze,fl,,unknown,21600,One of the more beautiful stars I had seen.   ((NUFORC Note:  Probably a sighting of Sirius&#44 we suspect&#44 or of some other star.  PD))
10:00.0,pauls valley/maysville (between; highway 19),ok,,unknown,15,Two large bright white lights hovering over tree line on HWY 19&#44 between Pauls Valley and Maysville.
00:00.0,n. cape may,nj,,triangle,600,Military planes chaseing UFO
15:00.0,progresso,tx,,unknown,300,object being chased
00:00.0,spanish fork canyon,ut,,disk,5,green disc crash landed on top of billies mountain
45:00.0,sellic,wa,,light,5,0NE OBJECT&#44 VERY HI 40&#44000FT TINY .  MOVED AND STOPED THREE TIMES IN (? 20 MILE+ JUMPS)BRIGHT DOT. NO COLOR THEN WYGGLED AND DISAPPERED
00:00.0,seaford/millsboro (from/to)millsboro&#44 to rehobot,de,,light,2400,Light followed car from start of journey to destination&#44 stopping when vehicle stopped and so forth.
00:00.0,gifford national forest,wa,,,2400,Unknow shape in forest
30:00.0,i-355 and 159th st,il,,light,8,Bright flash of light seen traveling southbnd on I-355 in Illinois during sunny day.
25:00.0,pebble beach/carmel,ca,,disk,900,The craft flew for at least fifteen minutes&#44 often separating into different lights&#44 made whirring noises&#44 and flew in erratic patterns
30:00.0,reno/stead,nv,,disk,300,Disk shaped craft hovering above house in Stead&#44 Nevada
00:00.0,stead nevada (outside of reno),nv,,disk,300,It was Thanksgiving 1975 or 76. When I came out of our house it was hovering over our neighbors one story house. It was daylight and I
00:00.0,spanish fork canyon,ut,,disk,5,a dark green disk crashed on the top of billy&#39s mountain.
00:00.0,kern,tx,,formation,30,Witnesses to a cluster of lights passing overhead very quickly.
30:00.0,suwanee/gwinnett county,ga,,light,3600,Flashing craft appears like a star&#44 moving jerkily and stayed in a portion of the sky.  ((NUFORC Note:  Sirius??  PD))
10:00.0,rabun gap,ga,,light,900,white light&#44 high altitude viewed in the east moving west&#44 2 smaller lights seperate travel west and SW.
30:00.0,san diego area (on highway; beside camp pendleton),ca,,,60,Man and wife witness strange object&#44 with multiple blue lights&#44 pass over highway&#44 over Camp Pendleton&#44 and out to sea.
00:00.0,west hills,ca,,chevron,600,UFO sighting over main street
50:00.0,auburn/federal way,wa,,triangle,300,Three red lights become huge triangle shape over Auburn/Federal Way.
11:00.0,oklahoma city/weatland,ok,,flash,45,Bright ball of light observed near Hobby Lobby warehouse.
00:00.0,arvana-lamesa,tx,,disk,900,UFO over Lamesa&#44 Texas cotton gin
00:00.0,lake okeechoobee,fl,,oval,600,Pulsating white lighted craft hoverd over us while hunting.
35:00.0,peace vally,mo,,egg,90,We saw orange-white balls of light&#44 approximately 40o above the horozon&#44 slightly to the north-west of our house.
00:00.0,rachel/las vegas,nv,,sphere,8,Driver and passenger see a huge brilliant white ball of light that descends SE to S near the Groom Lake area on Sunday evening at 8PM&#44
00:00.0,dubois,pa,,fireball,900,I saw a ball of flame and watched it for 15 minutes and it just disappeared right before my eyes.
13:00.0,greensburg/delmont (between),pa,,fireball,2,I saw a bright green flash of light fall form the sky very rapidly.
00:00.0,rancho dominguez,ca,,sphere,900,Brigth silver spheres
20:00.0,pender island (canada),bc,,fireball,60,Satillite re-entry?
10:00.0,guaymas sonora (mexico),al,,fireball,60,I was driving South on the road&#44Forme Hermosillo to Guaymas &#44 the sky was blue&#44 There was no clouds Somethinhg bright on the sky &#44 call
45:00.0,koror (republic of palau),hi,,circle,120,very fast Circle lite passed above us in the middle of the ocean with out a sound.
30:00.0,soddy daisy,tn,,cigar,10,Two bright green lights travelling at an angle towards the earth&#44 very close on the horizon.
30:00.0,mardela,md,,sphere,300,3 orbs seen on Route 50
00:00.0,jefferson hills,pa,,formation,3600,Tracked the lights through two counties and lights never moved. ((NUFORC Note:  Jupiter and Venus&#44 we suspect.  PD))
25:00.0,spring lake/grand haven,mi,,rectangle,600,Strange Moving Light Seen Over Spring Lake/Grand Haven&#44 Michigan
30:00.0,pfafftown,nc,,unknown,6,Three flashes of light&#44 one white&#44 one an orange color and the last big flash was turquoise.
15:00.0,nasa tv,nh,,oval,30,UFO at the international space station november 28 th 2012.
59:00.0,revere beach,ma,,formation,2,Saw a green neon snake formation in the sky&#44 like a serpent chasing its own tail -- over Massachusetts.
30:00.0,vaughan (canada),on,,,2700,Light streaks across south sky Maple&#44 Ontario&#44 Canada.
00:00.0,newbury,ma,,teardrop,10,Tear-dropped object over marsh area with tail and aura and haze.  Then vanished after 10 seconds.
13:00.0,zion national park,ut,,oval,2,Two objects were invisible but showed up on picture.
15:00.0,brick,nj,,circle,120,Purple spherical light in the sky.
00:00.0,mt. rainier national park,wa,,unknown,21600,FIRST TIME REPORTED Late November&#44 1978 Mt Rainier National Park &amp; Ashford. Double Sighting&#44 6 Hours
15:00.0,orcas island,wa,,light,3600,a bright light in the ssw sky slowly moves down slowly in the sky then vanishes  in to the sky.
55:00.0,west memphis,ar,,triangle,10,Shiny triangle craft with dim lights flying just above tree tops.
30:00.0,groves/port arthur,tx,,circle,900,Three Round objects&#44 one trailing the other for about two minutes. Then sudden halt and one object stayed motionless&#44 as the two other
00:00.0,to remain unknown,mn,,unknown,1200,HBCCUFO CANADIAN REPORT:  Large craft showing a number of lights on it.
20:00.0,porterville,ct,,light,55,FAST MOVING UNDULATING LIGHT.RO
00:00.0,san tan valley,az,,rectangle,120,Bright fireball crafts spinning in the sky over San Tan Valley.
00:00.0,murphy/arnold,ca,,sphere,2700,Tracked by a UFO
35:00.0,altus afb,ok,,changing,30,Object breaking up above western oklahomaAt 3:35am Central time over S.W. Oklahoma a bright object came from the north about 30 deg
00:00.0,sacramento area (citrus heights),ca,,triangle,600,1900hrs 3 orange/yellow lights appeared in the south east sky. Moving very slowly in the north west direction.
30:00.0,lake tahoe (about 30/40 miles southwest of),ca,,fireball,10,Southwest of Lake Tahoe- a large&#44 bright neon green fireball suddenly appeared high above the gap between two mountains and vanished.
50:00.0,seldon,ny,,triangle,5,Viewed large dark silent triangular object with dim steady red lights at triangle vertices
30:00.0,camano island,wa,,light,3600,It looked like a star &amp; wasn&#39t an airplane&#44 planes can&#39t fly like that&#33
50:00.0,kahana beach,hi,,circle,15,We saw a round or spherical object of a bright blue-green moving north just above the surface of the sea.
30:00.0,labelle,tx,,triangle,300,UFO sighting ongoing in southeast texas  ((NUFORC Note:  Possible sighting of Sirius.  PD))
30:00.0,west greenwich,ri,,triangle,90,My co-worker told me I should report this on this site. This is the first time I have seen this. Myself and my fiend just fininshed a d
23:00.0,monmouth,nj,,teardrop,2,Blue/Green Object Flying North
20:00.0,west dundee,il,,formation,40,String of 6-7 lights equally spaced apart&#44 about 1000 ft up moving quietly West to East in the night sky.
00:00.0,quartzite,az,,circle,6,String of lights in Quartzite desert
00:00.0,taft,ca,,disk,2700,looked like a star but bigger and brighter&#44 in camera seemed to pulsate and have a pattern.  ((NUFORC Note:  Sirius??))
30:00.0,jackson/clinton,ms,,other,1800,Bright light over the Jackson area
15:00.0,davie/plantation,fl,,fireball,120,Two bright star like objects
19:00.0,mt. rainier national park,wa,,other,6,spiral type formation
04:00.0,byhaila,ms,,light,10,bright blue orb that moved away very fast then disapeared
20:00.0,fort greely,ak,,triangle,10,Look those coordinates on google earth ;) :0
20:00.0,north coventry,pa,,light,15,Intense bright red light appeared in chester county french creek area
00:00.0,lagrange,ga,,disk,600,UFO sighting in LaGrange&#44 GA. Bright lights hovering very low to ground&#44 and house.
20:00.0,lagrange,ga,,disk,10,CENTRAL GA:  2 bright lights fly very low toward truck in driveway. Then hover over pasture.
04:00.0,poinciana/kissimmee,fl,,formation,360,6:04pm Kissimmee/Poinciana 1/22/12  Three objects in triangle form one suspends&#44 other two move opposite directions different speeds
00:00.0,aston,pa,,circle,3,Green orb passing over Phila.
30:00.0,surrey,bc,,oval,5,I saw this oval shape bright light travelled in my bedroom.  Heard a sound too.  It was moving bright light.
00:00.0,mm 110,az,,circle,30,Large blue/green circular object with same colored outer ring
40:00.0,osceloa,ia,,triangle,900,WHILE I WAS DRIVING AROUND AFTER DINNER I SAW SOME TRIANGLER UFOS OFF THE INTERSTATE AND AT THE MOTEL I WAS AT.
30:00.0,kona,hi,,light,90,Bright light moving across the sky over Kealakekua Bay.
25:00.0,jacobs mill,pa,,formation,180,3 minutes-Two disc shaped crafts&#44 4 lights each&#44 in South Central PA 12/22/09
00:00.0,camp mckall,nc,,triangle,300,Big noiseless flying object/vehicle of some time about  5 mile wing span.
30:00.0,san tan valley,az,,oval,300,Red glowing oval/bell shaped object moves very quickly across sky and then slows down.
30:00.0,strathmore,ab,,light,3600,Strange light beams over southern alberta.
00:00.0,colorado/oklahoma (in flight),co,,disk,300,Metallic disk with rotating orange lights seen from the window of a commercial aircraft between Dallas and Denver.
15:00.0,bessmer,mi,,oval,300,It was morning sun was not up yet&#44but was geting light&#44 I was going East on highway US2 between Ironwood and Bessmer Michigan going aro
00:00.0,pinetop,az,,unknown,1200,low  bright red light&#44 with periodic white beems oflight to ground
30:00.0,oldbridge,nj,,light,60,power went out 3 times 3rd time went outside to see whole neighberhood dark odd because no storm then from the north strange glowing ch
30:00.0,vallejo/napa,ca,,light,900,2 bright lights at night at about 1500ft over Valejo&#44 Napa&#44 Solano county. Slowly moving to east.
00:00.0,grafton,ma,,circle,6,Orange ball shoots across the sky.
00:00.0,downingtong,pa,,other,300,Seven lights in two sets of triangles&#44 3 lights each&#44 formed a straight line and dissappeared one after another.
00:00.0,willmington,il,,egg,5,((HOAX??))  Very Fast Egg shapped craft&#44 Red&#44 flew by at a speed that airplanes ussaualy dont fly at. Craft was flying north.
30:00.0,hudson/stillwater,wi,,changing,300,Cross shape&#44 changing in to a star shape but staying a cross shape ?? then to a shape that was like a chine&#39s fortune cookie just the
45:00.0,plattesmouth,ne,,unknown,600,Falling objects or debris over Plattesmouth Nebraska
30:00.0,rio rancho,ca,,fireball,60,I was walking out of the Target on 528 (Rio Rancho Blvd) and looked up and eastern to the stars towards the Big Dipper and to the left
15:00.0,tijuana,ca,,fireball,30,Fireballs in Tijuana&#44Mexico s night sky  Dec 23 2011
00:00.0,layton to farmington,ut,,unknown,60,Blue highspeed object over Northern Wasatch Front&#44 Utah.
59:00.0,bellmar,nj,,triangle,3600,delta shaped object&#44 missing time
00:00.0,winters freeway,ca,,rectangle,10800,i lost about 2 to 3 hours  when i drove off i felt sad almost in tears like i lost a dear friend&#44&#44&#44
15:00.0,tocca,ga,,triangle,180,Three bright light in a triangle formation moving very rapidly across the sky
00:00.0,centreville/selma (area on state road 219 between),al,,fireball,5,Fireball over rural Alabama
00:00.0,atlantic city area  (north or northeast of hammonton),nj,,light,3600,Light remained stationary- unlike any star-large-disappeared with the horizon
30:00.0,cupey (san juan&#44 puerto rico),pr,,circle,120,we were celebrating xmas when &#44we were outiside beign tropical&#44I saw first a red object coming out under the very low clouds.
00:00.0,anthem,az,,triangle,600,yellow lite triangle over Anthem in 2006.
00:00.0,dundas island (south of) (canada),bc,,,30,Craft with glowing lights flys over the Pacific
00:00.0,drummond island,mi,,triangle,1800,((HOAX??)) As me and my 2 friends were looking at the stars we see a triangular shaped craft fly above our heads fast&#44 and silent.
30:00.0,arcadia,ny,,unknown,4,On Christmas Eve we saw a large dark craft glide from one cornfield across a road and into another field.
13:00.0,elmwood pk,il,,light,600,a luminous object flying eastbound on RT. 64 north of River Forest&#44 IL.  After my observation going at about 10mph....&#33&#33&#33 no noise&#33&#33&#33
00:00.0,phila./camden,pa,,disk,900,Saucer sighted on a black Christmas Eve sky beaming down a bright white light and displaying red flashing lights.
00:00.0,missouri (from passenger train),mo,,circle,120,sighting from train. moving passenger train hit an atv.  ((NUFORC Note:  Possible hoax??  PD))
35:00.0,phillips ranch,ca,,changing,600,Single craft released multiple craft with dropped and flew away&#44 (have pics of sinlge craft only)
00:00.0,morris-okmulgee,ok,,fireball,15,orange-red fireball falling from sky in Morris (Okmulgee Co.) OK
00:00.0,salt cake city,ut,,circle,2700,3 crafts dropped off and hovered over and flicked for 45 min
00:00.0,port st. lucie,fl,,sphere,1800,Circular object emitting strong bright light moves unlike any man-made aircraft we know of today.
45:00.0,providence &amp; cranston,ri,,fireball,300,Fireball-like lights on Christmas Eve.
25:00.0,san tan valley,az,,fireball,1800,Red orbs over San Tan Valley.
03:00.0,clinton twp,mi,,triangle,50,Wide triangle shap light aray.
35:00.0,fresno/stockton (from&#44 to stockton),ca,,light,120,Radio show call in&#44 single object obsevred as a bright light&#44 traveling at a high rate of speed in a SE direction from STCN to FAT&#44 lig
30:00.0,??,va,,unknown,14400,Highway incident
42:00.0,sioux city/omaha (between),ia,,disk,120,Driving to Omaha from Souix City south on I-29 between Missouri Valley and North Omaha exit going to Mormon Bridge. Wife asked what lig
40:00.0,north st. paul,mn,,fireball,4,green fireball with sparks desending slowly.  ((NUFORC Note:  We are unconvinced that this is a serious-minded report.  PD))
32:00.0,davill,in,,disk,60,5 suacer like object dalvill
10:00.0,los angeles,id,,changing,30,WE SAW A UFO&#33
46:00.0,melbourne,vt,,formation,300,in my oppinion large object was under attack also spotted space junk one flash of orange light took off like commet
54:00.0,albany/peacan city,ga,,other,2,I could only see it in the flash of the lightening.
30:00.0,port st lucie,fl,,oval,180,Bright Orange Orbs flying silent over Port St Lucie Florida Christmas night
00:00.0,frenchvale,ns,,light,180,Four orange lights in the sky.
26:00.0,beaumont,ab,,triangle,300,3 red/orange dots make triangle in sky.
00:00.0,new port,fl,,disk,960,Pulsating disc turns into a ball of light.
00:00.0,new britghton,mn,,sphere,480,bright light then red blue green lights came on then took off dim lights so fast in south east of state
30:00.0,west hills,ca,,fireball,5,Slow fireball&#44 low in the sky
30:00.0,dallas/grant counties,ar,,fireball,15,At ten degrees above the horizon&#44 above treeline on 200 ft. above sea level hills (70 ft. pine trees.)  Globular Orange fireball size a
25:00.0,jamaica estates,ny,,light,10800,3 light blue lights circling and colliding at regular patterns and intervals in the sky starting at 8PM and still continuing 3 hours af
25:00.0,jamaica estates,ny,,light,3600,At night&#44 there were 3&#44 very light&#44 blue lights circling and colliding in the sky with regular patterns. They seemed to be moving from
00:00.0,gold canyon,az,,light,1800,multi colored lights hovered over superstition mountains changed to single extremely brightlight extreme climb rate first one object th
23:00.0,brocton,ma,,oval,3,large green object seen in Brocton&#44 Ma: at 6:23 p.m. on 12/26/00
30:00.0,greenfiled,ma,,fireball,3,I was traveling north on Rte 91 home to VT on the evening of 12/26/00 at about 6:30 P.M. when I was outside of greenfield MA and saw wh
00:00.0,??,ok,,light,2,white light makes a 90 degree right turn and vanishes
30:00.0,mt.vernon,il,,cigar,600,Silent wingless silver tube.
45:00.0,vashon island,wa,,light,60,One UFO seen near Burton&#44 Vashon Island&#44 Washington state USA&#44 1 minute duration&#44 flickered away&#44 and disappeared.
18:00.0,scottsdale/phoenix,az,,other,30,Odd craft in broad daylight&#44 amidst departing airliners
00:00.0,elmwood pk,il,,light,600,weird light I see during the night when I come home from work late.  going very slow seen clearly from my window and passing in the sou
30:00.0,klickitat yakima county line,wa,,flash,120,The object was flashing on and off with a bright light that reflected off of nothing with 2 second intervals&#44 then preceded to take off
30:00.0,mountains (near yakima/klicktat county line),wa,,flash,300,Bright white&#44 flashing light off highway 97 in Washington State&#44 flashing&#44 then instantly changing positions&#44 then zooming up and away&#44
00:00.0,hlawatha,ia,,oval,60,Oval flashing in the sky.  ((NUFORC Note:  Possible sighting of Sirius??  PD))
15:00.0,california (rte. 40),ca,,,5,Man w/ wife witness bizarre &quot;grayish yellow light&quot; streak almost vert. from night sky&#44 go to horizon.  (Awaiting written rept.)
00:00.0,imperial,az,,light,300,lights zig zagged repeatedly&#44 then would brake. lights higher than aircraft fly.
00:00.0,kea&#39au,hi,,sphere,600,2 friends watch UFO watching us &#44 disappears as we look through binoculars&#33
